/VIN (inital_phase=120) X,/VIN (inital_phase=120) Y,/SoC (inital_phase=120) X,/SoC (inital_phase=120) Y,/COMP_OUT (inital_phase=120) X,/COMP_OUT (inital_phase=120) Y,/B_Buf<7> (inital_phase=120) X,/B_Buf<7> (inital_phase=120) Y,/B_Buf<6> (inital_phase=120) X,/B_Buf<6> (inital_phase=120) Y,/B_Buf<5> (inital_phase=120) X,/B_Buf<5> (inital_phase=120) Y,/B_Buf<2> (inital_phase=120) X,/B_Buf<2> (inital_phase=120) Y,/B_Buf<1> (inital_phase=120) X,/B_Buf<1> (inital_phase=120) Y,/B_Buf<3> (inital_phase=120) X,/B_Buf<3> (inital_phase=120) Y,/B_Buf<0> (inital_phase=120) X,/B_Buf<0> (inital_phase=120) Y,/EoC (inital_phase=120) X,/EoC (inital_phase=120) Y,/I25/DAC_OUT (inital_phase=120) X,/I25/DAC_OUT (inital_phase=120) Y,/I25/SH_OUT (inital_phase=120) X,/I25/SH_OUT (inital_phase=120) Y,/B_Buf<4> (inital_phase=120) X,/B_Buf<4> (inital_phase=120) Y
6.238781668704057e-06,0.9655922925285704,6.238781668704057e-06,0,6.238781668704057e-06,0.1465985192838714,6.238781668704057e-06,1.199999560053101,6.238781668704057e-06,9.540330493306398e-08,6.238781668704057e-06,9.540330469184692e-08,6.238781668704057e-06,9.540330496872722e-08,6.238781668704057e-06,9.540330467403085e-08,6.238781668704057e-06,1.200007132094693,6.238781668704057e-06,9.540330467403085e-08,6.238781668704057e-06,0,6.238781668704057e-06,0.6372347430548141,6.238781668704057e-06,0.6370533736801149,6.238781668704057e-06,9.540330472162011e-08
6.241613951749277e-06,0.9655076226276216,6.241613951749277e-06,0,6.241613951749277e-06,0.1351392715059961,6.241613951749277e-06,1.199999560053332,6.241613951749277e-06,9.540330445379225e-08,6.241613951749277e-06,9.540330467855624e-08,6.241613951749277e-06,9.540330440677323e-08,6.241613951749277e-06,9.540330467285688e-08,6.241613951749277e-06,1.199991973753596,6.241613951749277e-06,9.540330467285688e-08,6.241613951749277e-06,0,6.241613951749277e-06,0.6372372333737057,6.241613951749277e-06,0.6370534723242173,6.241613951749277e-06,9.540330464681293e-08
6.247185162087151e-06,0.965341039880764,6.247185162087151e-06,0,6.247185162087151e-06,0.1173610365511767,6.247185162087151e-06,1.199999560053169,6.247185162087151e-06,9.540330490840215e-08,6.247185162087151e-06,9.54033046764506e-08,6.247185162087151e-06,9.540330497359133e-08,6.247185162087151e-06,9.540330467274356e-08,6.247185162087151e-06,1.200007147379235,6.247185162087151e-06,9.540330467274356e-08,6.247185162087151e-06,0,6.247185162087151e-06,0.6372360666078312,6.247185162087151e-06,0.6370535619761211,6.247185162087151e-06,9.540330468524402e-08
6.252509948376598e-06,0.9651817835294928,6.252509948376598e-06,0,6.252509948376598e-06,0.1055150887258135,6.252509948376598e-06,1.199999560053265,6.252509948376598e-06,9.540330448173102e-08,6.252509948376598e-06,9.540330465887836e-08,6.252509948376598e-06,9.540330442800645e-08,6.252509948376598e-06,9.540330468691126e-08,6.252509948376598e-06,1.199991950936704,6.252509948376598e-06,9.540330468691126e-08,6.252509948376598e-06,0,6.252509948376598e-06,0.6372380618590773,6.252509948376598e-06,0.6370536926322259,6.252509948376598e-06,9.540330470704359e-08
6.263159520955492e-06,0.964863148215423,6.263159520955492e-06,0,6.263159520955492e-06,0.08804297845368679,6.263159520955492e-06,1.199999560053235,6.263159520955492e-06,9.540330486178992e-08,6.263159520955492e-06,9.540330471347508e-08,6.263159520955492e-06,9.540330492711792e-08,6.263159520955492e-06,9.54033046654753e-08,6.263159520955492e-06,1.200007169814516,6.263159520955492e-06,9.54033046654753e-08,6.263159520955492e-06,0,6.263159520955492e-06,0.6372375391870205,6.263159520955492e-06,0.637053859752413,6.263159520955492e-06,9.540330460504047e-08
6.273790569787373e-06,0.9645449041947982,6.273790569787373e-06,0,6.273790569787373e-06,0.07636822863527713,6.273790569787373e-06,1.19999956005347,6.273790569787373e-06,9.54033045262889e-08,6.273790569787373e-06,9.54033046266629e-08,6.273790569787373e-06,9.540330439186485e-08,6.273790569787373e-06,9.540330471389341e-08,6.273790569787373e-06,1.199991950169113,6.273790569787373e-06,9.540330471389341e-08,6.273790569787373e-06,0,6.273790569787373e-06,0.6372396258330573,6.273790569787373e-06,0.6370540465747105,6.273790569787373e-06,9.5403304753602e-08
6.292907941599313e-06,0.963972210102942,6.292907941599313e-06,0,6.292907941599313e-06,0.06207814605178355,6.292907941599313e-06,1.199999560052759,6.292907941599313e-06,9.540330486511618e-08,6.292907941599313e-06,9.540330476042682e-08,6.292907941599313e-06,9.540330498707007e-08,6.292907941599313e-06,9.540330465839374e-08,6.292907941599313e-06,1.200007170391786,6.292907941599313e-06,9.540330465839374e-08,6.292907941599313e-06,0,6.292907941599313e-06,0.6372395474772879,6.292907941599313e-06,0.6370542717713431,6.292907941599313e-06,9.540330463737396e-08
6.313372866455351e-06,0.9633585657582722,6.313372866455351e-06,0,6.313372866455351e-06,0.05277991424250494,6.313372866455351e-06,1.199999560053653,6.313372866455351e-06,9.54033044977922e-08,6.313372866455351e-06,9.540330460274724e-08,6.313372866455351e-06,9.540330435468835e-08,6.313372866455351e-06,9.54033047018648e-08,6.313372866455351e-06,1.199991949785748,6.313372866455351e-06,9.54033047018648e-08,6.313372866455351e-06,0,6.313372866455351e-06,0.6372416667264359,6.313372866455351e-06,0.6370544932904652,6.313372866455351e-06,9.540330475035879e-08
6.345548891224915e-06,0.9623925475839288,6.345548891224915e-06,0,6.345548891224915e-06,0.04387455227401858,6.345548891224915e-06,1.199999560052577,6.345548891224915e-06,9.540330485007937e-08,6.345548891224915e-06,9.540330476729794e-08,6.345548891224915e-06,9.540330503165069e-08,6.345548891224915e-06,9.540330466731559e-08,6.345548891224915e-06,1.200007170684945,6.345548891224915e-06,9.540330466731559e-08,6.345548891224915e-06,0,6.345548891224915e-06,0.6372415133531542,6.345548891224915e-06,0.6370546978046657,6.345548891224915e-06,9.540330463333974e-08
6.382809987071765e-06,0.9612720102086023,6.382809987071765e-06,0,6.382809987071765e-06,0.03851117736149397,6.382809987071765e-06,1.199999560053836,6.382809987071765e-06,9.540330449310694e-08,6.382809987071765e-06,9.540330459092534e-08,6.382809987071765e-06,9.540330437035168e-08,6.382809987071765e-06,9.540330466283759e-08,6.382809987071765e-06,1.199991949580429,6.382809987071765e-06,9.540330466283759e-08,6.382809987071765e-06,0,6.382809987071765e-06,0.6372433635717467,6.382809987071765e-06,0.6370548758492642,6.382809987071765e-06,9.54033047177854e-08
6.43916292059674e-06,0.9595735719454845,6.43916292059674e-06,0,6.43916292059674e-06,0.03442790533230138,6.43916292059674e-06,1.199999560052958,6.43916292059674e-06,9.540330484985469e-08,6.43916292059674e-06,9.540330478749565e-08,6.43916292059674e-06,9.540330497579814e-08,6.43916292059674e-06,9.540330469365789e-08,6.43916292059674e-06,1.200007170838374,6.43916292059674e-06,9.540330469365789e-08,6.43916292059674e-06,0,6.43916292059674e-06,0.63724281481594,6.43916292059674e-06,0.6370549812190144,6.43916292059674e-06,9.540330461625105e-08
6.500001000000001e-06,0.9577348947138631,6.500001000000001e-06,0,6.500001000000001e-06,0.03276303563034005,6.500001000000001e-06,1.199999560053476,6.500001000000001e-06,9.540330454455881e-08,6.500001000000001e-06,9.540330457224237e-08,6.500001000000001e-06,9.540330442416217e-08,6.500001000000001e-06,9.540330468720661e-08,6.500001000000001e-06,1.199991949462226,6.500001000000001e-06,9.540330468720661e-08,6.500001000000001e-06,0,6.500001000000001e-06,0.6372441882907875,6.500001000000001e-06,0.6370550491580903,6.500001000000001e-06,9.540330475679292e-08
